company,description,location,review,salary,star,title
Dept of Transportation,Analyzing ancillary structure and tunnel data; Updating inventory and condition data for ancillary structures and highway tunnels;...,"Richmond, VA",15.0,92785.5,51.6,Structure and Bridge Engineer Senior
FCR Consulting,"Network Engineer *Must hold a Top Secret Clearance*. Experience in analysis and design of voice networks, LAN and WAN data networks, wireless networks, and/or...","Norfolk, VA",,55000.0,,Network Engineer
Fahrenheit IT,"ETL Test Engineer. Understand core data structures and algorithms and test from an ETL perspective. Responsible for designing and executing tests on components,...","Richmond, VA",6.0,100000.0,42.0,ETL Test Engineer
Etleap,You love data engineering. Now we are looking to add engineers to our core engineering team to help build the infrastructure that modern data teams depend on to...,"San Francisco, CA",,130000.0,,Data Engineer
kWh Analytics,"Writing code to output cleaned and summarized data in the form needed for data science, statistics, data visualizations, and front-end website features....","San Francisco, CA 94111 (Financial District area)",,100000.0,,Data Engineer
Placer County,"Direct and review the activities of professional engineers. Coordinate data, resources, and work products in support of productive and positive working...","Placer County, CA",15.0,124467.5,51.0,Engineering Manager
Intuit,Ability to identify and model financial entities that include PII and PCI data to drive international data canonization within Intuit and external financial...,"Mountain View, CA 94043",,190000.0,,Engineer - Financial Data Standards
SBM Management,"This means that you need to make sure data entities and data ownership are clearly defined, data stays consistent, data is accessible concurrently in a form our...","McClellan, CA",133.0,160000.0,30.6,Senior Database Engineer
"Talentry, LLC","Backend SW Engineers needed inSeattle, WA (many of them!). The right candidate will have experience working on high-availability high-transaction (million +...","San Francisco Bay Area, CA",,200000.0,,Sr. Backend Software Engineer
Lockheed Martin,"Edit technical publications and documents for consistency, level of readability, proper style, format, spelling, grammar, and proper incorporation of customer...","Marietta, GA 30063",4253.0,50000.0,51.6,Aircraft Maintenance Support Engineer - Entry Level
ProfitSword,"Software Support Engineer I is responsible developing software modules to import from various data sources (PMS - Property Management, POS - Point of Sale,...","Alpharetta, GA",,60000.0,,Software Support Engineer
"City of Atlanta, GA",Researches and analyzes data; Makes determinations on data analyzed; Airport Engineer Associate (Resilience & Sustainability Senior Planner)....,"Atlanta, GA",287.0,67850.0,43.8,"Airport Engineer, Associate"
Department of the Army,Reviews historical maintenance data and writes reports to explain technical difficulties in upgrading facilities and recommends useable solutions to meet...,"Fort Mc Clellan, AL",43067.0,69240.0,53.4,FACILITY OPERATIONS SPECIALIST
"City of Atlanta, GA","Cable Engineer (Telecom Specialist). The salary for this position is $38,300 - $47,900....","Atlanta, GA",287.0,43100.0,43.8,Cable Engineer (Telecom Specialist)
Stratocore Inc.,"Founded in 2011, Stratocore operates a small integrated team of sales, support and development engineers from offices in Paris, France and Atlanta, GA (Old 4th...","Atlanta, GA",,92500.0,,Senior SQL Developer
Emory University,"Responsible for maintaining voice, data and wireless network connectivity for the Emory Enterprise. The Lead Network Engineer reports to the Network Services...","Atlanta, GA",307.0,108300.0,51.6,Lead Network Engineer
GRM Document Management,"The Software Engineer must be able to design aesthetic ASP pages including style sheets, graphics, data containers, etc. Must be able to utilize the VisualVault...","Roswell, GA 30076",,77500.0,,Software Developer
"Veterans Affairs, Veterans Health Administration","Applying advanced data analysis and six-sigma to systems redesign initiatives; The Industrial Engineer leads transformative quality, safety, effectiveness and...","Decatur, GA",2817.0,87062.5,51.0,Industrial Engineer
Emory University,"Understanding of information security principles and practices to protect sensitive data. Familiarity with scientific data types, bioinformatics packages and...","Atlanta, GA",307.0,96900.0,51.6,Cloud Solutions Engineer III (LITS)
Kickr Design,Developing AWS and Azure based data systems. Working with embedded software engineers to integrate hardware into back-end systems for IOT devices....,"Atlanta, GA",,70000.0,,Software Developer
"DeKalb County, GA",Develops individual training for engineers; Controls the activities of project engineers. Some positions may require a Professional Engineer (PE) license....,"DeKalb County, GA",7.0,84251.0,44.4,Staff Engineer Principal
Cobb County,"Requires State of Georgia Professional Engineer designation. Selected Applicant will manage projects from Design Phase, Right of Way, Construction, and may act...","Marietta, GA 30090",16.0,86336.5,54.0,ENGINEER III (D.O.T)
Emory University,"Writes and edits reports to provide recommendations, conclusions and other data. Designs and builds software per the technical and functional specifications,...","Atlanta, GA",307.0,68300.0,51.6,Software Engineer (Linux)
Relus Technologies LLC,"Work with software engineers to estimate work and schedules by asking questions, analyzing data, and challenging assumptions....","Atlanta, GA 30328",,140000.0,,Vice President of Technology
Emory University,"Work as a positive team member of a project that may consist of Business Analysts, Project Managers, Data Managers, Database Administrators and customer...","Atlanta, GA",307.0,86400.0,51.6,Solutions Analyst/Engineer II
"Compass Technology Group, LLC","Work with engineers to insure correct fixturing, set-up, operation and acquisition of data for test requests....","Alpharetta, GA",,52500.0,,Engineering Technician
"Riccione Resources, Inc","Understanding of data communications networking. Senior Software Engineer, C++, C, Linux, Device Driver and Hardware Interfaces....","Atlanta, GA",,111500.0,,Software Engineer
Lockheed Martin,Processing of data sets from aircraft tests will be required and the ability to manage spreadsheets or databases for aircraft load management....,"Marietta, GA 30063",4253.0,58000.0,51.6,Electrical Engineer - Entry Level
Emory University,"Assists with voice, data and wireless engineering for Emory Enterprise communications systems. Supports voice and data applications installations to ensure...","Atlanta, GA",307.0,63600.0,51.6,Network Engineer I (LITS)
NTT DATA Services,"Lead .Net Software Engineer*. As the Lead Software Engineer, you will be joining a team of four other developers to create new applications for one of the...","Atlanta, GA 30328",955.0,100000.0,43.2,Lead .Net Software Engineer
Emory University,"With information security principles and practices to protect sensitive data (HIPAA, FISMA). The Library and Information Technology Services division of Emory...","Atlanta, GA",307.0,108300.0,51.6,Senior Mobile Application Developer
"GuestDNA, Inc",Devise and implement data transformation strategies that allows for the adequate standardization and ingestion of data from disparate data sources....,"Lawrenceville, GA",,100000.0,,Spark Engineer
"DeKalb County, GA","Determines the need for basic data such as field surveys, floodplain maps and other data for implementing the Floodplain Management plan....","DeKalb County, GA",7.0,76112.0,44.4,Flood Management Supervisor (Staff Engineer Senior)
Gwinnett County,"Professional Engineer License preferred ; Responsibilities will include supervising project managers, prioritizing and assigning work, analyzing data, and...","Gwinnett County, GA",33.0,78714.0,42.6,Engineer IV
The Intersect Group,"Common data exchange formats and approaches. Work closely with executive leadership, product managers and other software engineers to develop new product...","Dunwoody, GA",16.0,108000.0,52.2,Sr. Software Engineer (Fullstack .NET/JavaScript)
"DeKalb County, GA",Edits and compiles field data into drawings on FieldWorks and Microstation. Gathers and compiles information into workable plans for use by Design Specialists...,"DeKalb County, GA",7.0,52712.0,44.4,Engineering Technician
DeKalb County Governement,"Determines the need for basic data such as field surveys, floodplain maps and other data for implementing the Floodplain Management plan....","Decatur, GA",,76112.0,,Staff Engineer Senior
DeKalb County Government,"Determines the need for basic data such as field surveys, floodplain maps and other data for implementing the Floodplain Management plan....","Decatur, GA",60.0,76112.0,40.8,Staff Engineer Senior
"City of Roswell, Georgia",City Traffic Engineer. Professional Engineer license required; Professional Traffic Operation Engineer (PTOE) certification is preferred....,"Roswell, GA 30075",2.0,78044.0,54.0,City Traffic Engineer
Cobb County,"Performs geographic information system data entry, information display and analysis. Provides professional assistance, direction, liaison and consultation...","Marietta, GA 30090",16.0,65538.0,54.0,TRANSPORTATION PLANNER III (DOT)
"Aretec, Inc.","Provide problem diagnosis, data capture, analysis and resolution of LAN problems. Manage and monitor the Enterprise Network Infrastructure LAN and Enterprise...","Warner Robins, GA",,82500.0,,Senior Network Engineer
Florida Polytechnic University,"Information Security Engineer. Proven minimum of three (3) years of work experience as a network, system, security engineer or information security engineer....","Lakeland, FL 33805",6.0,77500.0,54.0,Information Security Engineer
Polk County RPO,"Ability to analyze and interpret engineering data. Must be a registered Professional Engineer, or be able to obtain P.E....","Winter Haven, FL",,83574.0,,"Engineering Manager, P.E. (Waste & Recycling) - Polk County BoCC"
AIT Engineering,"Experience with data warehousing. Experience with SQL Reporting Services, BI, or other Data Reporting Products....","Orlando, FL 32826",,115000.0,,Database Engineer
Warren Averett Staffing & Recruiting,"Data Privacy Engineer. Warren Averett is partnered with an industry-leading organization in the Clearwater, FL area looking to add a permanent Data Engineer...","Clearwater, FL",,90000.0,,Corporate Data Privacy Engineer
Data Flow Systems,"Looking for entry to senior level software engineer to be part of small, innovative design and development team for embedded and server applications....","Melbourne, FL 32934",3.0,62500.0,39.0,Software Engineer
"SecureNet Technologies, LLC","Assist the accounts team in gathering statistical data for financial reports. Strong knowledge of data structures, algorithms, operating systems, and...","Lake Mary, FL 32746",,105000.0,,"Vice President, Engineering"
T2TL (Non Profit),Ability to measure voltage and current accurately and safely and to use this data to troubleshoot circuits. Military Veteran and/or Spouse WANTED!!!...,"Orlando, FL",,46500.0,,Facilities Engineer - 190623BR
City of St. Petersburg,Reviewing server logs and auditing data; Preferred applicants are a Microsoft Certified Systems Engineer (MCSE) or Solutions Associate (MSCA) or have equivalent...,"Saint Petersburg, FL",16.0,65757.0,52.8,Server Analyst I or II
University of South Florida,"Software, data, and systems engineers; (d) to provide scientific guidance to investigators on research study design, statistical methodology, and data...","Tampa, FL",335.0,50000.0,52.2,Clinical Research Associate
LifeSouth Community Blood Centers,Software Test Engineer II. Generate test data required for testing. LifeSouth Community Blood Centers is currently seeking an individual for a Software Test...,"Gainesville, FL 32601",65.0,52500.0,30.6,Software Test Engineer II
"Hillsborough County, FL",Ability to analyze data and develop logical conclusions. Performs or supervises the inspection of projects under the direct supervision of a Professional...,"Tampa, FL",11.0,59831.0,40.8,Engineering Specialist II
Pinellas County Government,"Ability to interpret and communicate, both verbally and in writing, data from engineering plans, diagrams, and complex reports....","Clearwater, FL 33765",36.0,58198.0,52.2,Engineering Specialist 1
ACI Federal,Perform as CM lead on various program assignments to include knowledge of Data Management and Hardware CM roles and responsibilities....,"Melbourne, FL",,57000.0,,Specialty Engineer 3 – SWCM
City of Cocoa,Preparing and analyzing data and figures; Collects and compiles project information as necessary for the continued development of the Stormwater Utility...,"Cocoa, FL",5.0,60622.0,52.2,"Associate Engineer I, II, III, IV"
University of South Florida,"Software, data, and systems engineers; Solution and data architects; Perform all T1D Exchange data entry. The primary purpose of this position is to perform all...","Tampa, FL",335.0,37000.0,52.2,Clinical Research Support Specialist
St. Johns River Water Management District,"Evaluates, analyzes, and interprets hydrologic and geologic data using statistical and mapping methods; Evaluates and refines networks to optimize spatial and...","Palatka, FL",2.0,57678.0,60.0,Hydrologist IV
NuTek International,"Computer skills required for email, data base management, reporting and maintaining travel calendar - Interest in sustainability and green technologies - Prior...","Saint Augustine, FL 32095",,42500.0,,Ozone Laundry Service Technician
Pentaho a Hitachi Company,"Recently acquired by Hitachi Data Systems, our cutting-edge technology is leading the way in today’s ever-changing big data market....","Orlando, FL",,110000.0,,Java Software Engineer
The State of Florida,PROJECT MANAGEMENT ENGINEER II - 55014032. Skill in reviewing and interpreting technical data; Assists unit manager and District Consultant Project Management...,"DeLand, FL 32720",17.0,70968.5,27.0,PROJECT MANAGEMENT ENGINEER II
St. Johns River Water Management,"Evaluates, analyzes, and interprets hydrologic and geologic data using statistical and mapping methods; Evaluates and refines networks to optimize spatial and...","Palatka, FL",,57678.0,,Hydrologist IV
Plantation on Crystal River,"Relieve Chief Engineer of administrative detail, all projects. Screen visitors to control interruptions, provide back-up data as needed. Coordinate work flow....","Crystal River, FL 34429",,27500.0,,Assistant Chief Engineer
"Medical Pay Review, Inc.","Analyze resource constraints and overhead of various architectural designs and data acquisition methods. Our mission, _to provide insurers and healthcare payers...","Tampa, FL 33606",,75000.0,,Senior Software Engineer
Polk County,Must be registered Professional Engineer in Florida or have the ability to become a registered Professional Engineer in the State of Florida within six (6)...,"Winter Haven, FL 33880",26.0,83579.5,51.0,Capital Projects Manager
City of Tampa,"Application of data processing to office operations, including record maintenance; Meets with attorneys, architects, contractors, engineers, and developers...","Tampa, FL",49.0,101743.5,51.6,Construction Services Ctr Manager
"City of Ocala, FL",Ability to maintain technical data and. Work is performed under the general supervision of a Licensed Professional Engineer;...,"Ocala, FL 34471",,67650.0,,Civil Engineer I
University of Idaho,Use of data logging and data acquisition systems. Compiling and analyzing data and drawing conclusions; Graduate students in architecture and engineering...,"Boise, ID 83702 (Harrison Blvd area)",92.0,56000.0,51.0,Research Assistant Professor
City of Meridian,"Ability to work effectively with environmental engineers, consultants, and state and federal permitting agencies;...","Meridian, ID",11.0,75361.0,51.6,Wastewater Superintendent
Protege,A Software Engineer must rely on his/her ability with systems and application flow to identify and resolve issues and problems....,"Colorado Springs, CO 80914 (Powers area)",,150000.0,,Software Engineer - TS/SCI Required
Fahrenheit IT,"O Strong Data Engineering Experience:. Data storage, ETL/ELT, modeling, and exposure. They are okay with someone who does not bring all of the skills below to...","Denver, CO",6.0,140000.0,42.0,Big Data Engineer
Department of Defense,"Engineer credentials (i.e. Engineer in Training (EIT), or licensure as a Professional Engineer (PE) by any. Engineer education or professional certificates)....","Colorado Springs, CO",3048.0,83665.0,52.8,Interdisciplinary Engineer
"ASG, Inc.",Cloud Data Backups. Software Configuration / Release Engineer*. *2 Yrs as Software Configuration / Release Engineer / 1-Year Full-Time Experience AWS*....,"Arvada, CO",,75000.0,,Software Configuration / Release Engineer - AWS/Linux
"City of Lakewood, CO","We're looking for engineers who bring fresh ideas, and a self-starter mindset. Employee uses vision to read documents, enter data into computer and test new...","Lakewood, CO",,98800.0,,Senior Software Engineer
Kranect,Handles lifecycle of product data using standard software development methodologies. Strong understanding and working knowledge of design patterns and data...,"Denver, CO 80202 (Lodo area)",,90000.0,,Software Engineer
City of Federal Heights,"Assists City Engineer with:. Experience with collecting environmental data, analyzing and evaluating results and implementing remediation....","Federal Heights, CO",,59843.0,,Assistant City Engineer/Environmental Compliance
Analytical Systems Incorporated,Collect and maintain data needed to meet Cybersecurity reporting requirements. Provide guidance assistance to all levels of C&A technical and non-technical...,"Colorado Springs, CO 80916 (Powers area)",,70000.0,,Cyber Security Engineer - IT
Consure Medical,Work with stakeholders to gather voice of customer data and conduct usability studies of new technologies. Primary Duties and*....,"Tucson, AZ",,50000.0,,Clinical Engineer
Copper State Communications,"Engage Voice and Network architecture engineers to provide applicable network diagrams. Engage in the Pre-Sales process with the appropriate Account Sales Rep,...","Tucson, AZ 85713",4.0,62500.0,52.8,Telecom Solution Engineer
"Vortechx Applied Technologies, LLC",Skill set The minimum qualifications of the subcontractor’s Security Engineer will be the following:. Department of the Army Program Executive Offices/Program...,"Sierra Vista, AZ",,95000.0,,Information Security Engineer (MED) with Security Clearance
Phocos,"Microcontroller based data acquisition and processing. Oscilloscope, DC power supply, DMM, spectrum analyzer, data acquisition units....","Tucson, AZ 85719 (North University area)",,55000.0,,Embedded Firmware Engineer I
"Vortechx Applied Technologies, LLC","Design, engineer and implement an Army PKI infrastructure consistent with the Army vision and Enterprise Architectures....","Fort Huachuca, AZ",,105000.0,,CAC/PKI Systems Engineer - Senior (CNOSS) with Security Clearance
"Vortechx Applied Technologies, LLC","Provide technical support to Army customers, field engineers, technicians, and product support personnel who are diagnosing, troubleshooting, repairing, and...","Fort Huachuca, AZ",,105000.0,,Sr. Systems Engineer - EP-DNS (CNOSS) with Security Clearance
AXIS RECRUITING SOLUTIONS,Create and maintain (as needed) a Talpac data base to be used for haulage profile calculations. The Mine Engineer is responsible for developing and maintaining...,"Kearny, AZ",,85000.0,,Mine Engineer
QPS Engineering,"Career Opportunity Mechanical Engineer III ; Maintain records, data and other pertinent information. Research a variety of technical information and historical...","Tucson, AZ",,90000.0,,Mechanical/Electrical Component Design-Defense Engineer
Mindspark Studios LLC,"Software Engineer (Mid to Senior levels open)*. Experience with SQL and or NoSQL, Big Data. \*\*\*No visa sponsorship is offered now or in the future\*\*\*\*\*....","Chandler, AZ",,95000.0,,Mid to senior level Polyglot Developers
"Vortechx Applied Technologies, LLC","Huachuca, AZ Work Experience 5-10 years Upper salary range $110,000 - $120,000 Job Description As an Enterprise System Management Data Warehousing and...","Fort Huachuca, AZ",,115000.0,,Enterprise System Mgmt Data Warehousing and Infrastructure Engin with Security Clearance
"Vortechx Applied Technologies, LLC","Working experience in design and implementation of SAN and NAS along with engineer level knowledge of designing, administering and troubleshooting, storage....","Fort Huachuca, AZ",,115000.0,,SAN and NAS Engineer - Subject Matter Expert (CNOSS) with Security Clearance
"Vortechx Applied Technologies, LLC","Operating systems (Windows, Linux, Microsoft, Cisco Internet Operating system (IOS), Juniper Operating System (JUNOS)), Netscreen OS, data packet routing,...","Fort Huachuca, AZ",,105000.0,,Network Engineer (TLA) Engineering Support Systems Engineer - Se with Security Clearance
Anchor Point Technology Resources,"BDM, IDS, Intelligent data lake, Data Quality and DVO). Work with data delivery teams to setup new Hadoop users....","Cincinnati, OH",,115000.0,,Senior Hadoop Developer
Workstate,Workstate seeks DevOps engineers with experience working in both startup and enterprise modes and ideally some experience with or significant interest in Big...,"Columbus, OH 43215 (Downtown area)",,90000.0,,DevOps Engineer with a Taste for Big Data
The Ohio State University,"Recommends improvements to building systems based on data and engineering best practices; Under supervision of Assistant Director of Support Services, provides...","Columbus, OH",523.0,81500.0,52.2,Facilities Engineer
Root Insurance,"We’re looking for a senior software engineer to join us. Our mobile app collects driving data, facilitates the process of purchasing insurance, and allows...","Columbus, OH",,115000.0,,Senior Software Engineer
Department of the Air Force,"Data and develops. Conflicting or incomplete data. Qualification for AEROSPACE ENGINEER, GG-0861-13. Mathematical computations on this type of data....","Wright-Patterson AFB, OH",14726.0,85771.0,54.0,AEROSPACE ENGINEER
"Hamilton County, Ohio",Project Engineer (1290-29). Registration as a Professional Engineer in the State of Ohio. Reviews preliminary engineering plans for the Hamilton County Regional...,"Cincinnati, OH 45202 (Mount Adams area)",9.0,58052.0,31.8,Project Engineer (1290-29
Hydromax USA,"Analysis and Data Manipulation:. Coordinates database development activities with data administrators. Ability to perform geospatial modeling, analysis and data...","Louisville, KY 40299",14.0,45000.0,32.4,GIS Analyst Supervisor
Hydromax USA,Analysts are responsible for the processing and analysis of all field-collected data. Analysts use this data in conjunction with geographic information systems...,"Louisville, KY 40299",14.0,32000.0,32.4,Data Analyst
Department of the Army,"Reviews economic considerations, outlines application processes, and furnishes data on proposed requirements....","Richmond, KY",43067.0,82994.5,53.4,Environmental Engineer
HYUR AEC,"Phone and data system layout:. One full time senior electrical engineer. Experience in lighting photometric calculations, fire alarm, phone and data system...","Lexington, KY",,56500.0,,Electrical Engineer
Workstate,Some experience with Hadoop ecosystem technologies or other Big Data technologies like Teradata would be a big bonus....,"Columbus, OH 43215 (Downtown area)",,90000.0,,"Build, Automation & Release Engineer - Distributed Systems & Cloud"
WillowWood,"Position requires a creative, self motivated engineer who is reliable, hardworking, data driven and can interface with a wide range of plant personnel....","Mount Sterling, OH",,80000.0,,Operations Engineer
PCI Strategic Management,"Candidate would provide program/system life-cycle system engineering services in support of the Lead Engineer, Chief Engineer, and Program Manager....","Wright-Patterson AFB, OH",,77500.0,,Systems Engineer (Secret Clearance)
Warren County Ohio,Staff Engineer Incumbent:. Sanitary Engineer Civil Service Status:. BOARD OF COUNTY COMMISSIONERS....,"Lebanon, OH",,52242.0,,Staff Engineer
Meggitt,"Analyze data, reports, and defective products to determine trends and recommend corrective actions. Pursuant to 20 CFR §656.17, you are hereby notified that an...","Indianapolis, IN",73.0,75920.0,39.6,"Senior Engineer, Quality"
"Aegis Worldwide, LLC","Responsibilities include providing leadership for the continuous improvement of the preventive/predictive maintenance program, analyzing life cycle costs,...","Indianapolis, IN",3.0,75000.0,43.2,Reliability Engineer - Entry Level (BS required)
MIMIR,"Computer Science Curriculum Engineer - MIMIR. Engineering Indianapolis, Indiana....","Indianapolis, IN",,70000.0,,Computer Science Curriculum Engineer
Adecco Direct Placement,"Manage multiple projects, collection of data, analyses of data and presentations to meet customer and client expectations....","Cincinnati, OH",10001.0,90000.0,43.8,Process Development Engineer - 020042
"Consolidated Asset Management Services, LLC","Analytical skills to evaluate technical processes based on process data, and the ability to develop solutions to problems, along with a strong background in...","Lawrenceburg, IN 47025",,87450.0,,Plant Engineer / Plant System Owner
Aegis Worldwide,"Responsible for gathering and analyzing data used to monitor suppliers’ performance; Working with a client, in Louisville,Ky in search for a Quality Manager....","Cincinnati, OH",,115000.0,,Quality Manager
"Seismic Instruments, Inc.","Code refactoring, network programming, concurrency, basic algorithms and data structures, deep understanding and experience with client-server model....","Austin, TX 78731",,65000.0,,Software Engineer
Feniex Industries Inc,"Feniex is looking for a Software Engineer to join our team of innovative engineers. Proficient with data structures, algorithm analysis, and software design....","Austin, TX 78744",,100000.0,,Software Engineer
"WigWag, Inc.",Job responsibilities will include working alongside other engineers to build cloud services that are capable of processing large amounts of IoT related data and...,"Austin, TX 78704 (South Lamar-South Congress area)",,65000.0,,Software Engineer
Aventas Inc,"We specialize in highly technical sales of embedded computing, GPS timing, avionics, and data acquisition to the military, industrial automation, and energy...","Austin, TX 78753 (Windsor Hills area)",,85000.0,,Technical Sales Engineer
Optelos,"Our solution is built on some amazing new technology crafted by a world-class team of passionate engineers, marketers, and brainiacs....","Austin, TX 78717",,110000.0,,Fullstack Javascript MEAN Developer
Das Consulting,_· Interested in working on big data systems and technologies_. _We are looking for a software engineer who has worked their way into a management / leadership...,"Austin, TX",,170000.0,,Manager of Software Engineering
GENERAL DYNAMICS,"Network Engineer, Associate/Junior Level*. Be capable of supervising a local team of field software service engineers and field service analysts and managing...","Fort Hood, TX",,45000.0,,Jr. Network Engineer
CSRA,Software Engineer Job Code:. Participate in pair programming with software engineers on the development team....,"San Antonio, TX",140.0,125000.0,42.0,Software Engineer
"NCI Information Systems, Inc.","NCI:  As the Systems Engineer ( Security Engineer II ), you will assist the Central Technical Support Facility certifying the interoperability of the Army...","Fort Hood, TX",,57000.0,,Systems Engineer
Department of Transportation,Register by completing the online Personal Data Form. Bachelor’s degree in engineering and an engineer in training or fundamentals of engineering certificate....,"Montgomery County, KS",604.0,53414.0,52.2,Construction Engineer (EA III)
"TPI Staffing Service, Inc","Other duties may be assigned.• Studies blueprints, sketches, drawings, manuals, specifications, or sample part to determine dimensions and tolerances of...","Enid, OK 73701",2.0,40000.0,60.0,CNC Machinist
GRN Fort Smith,Pro Engineer CAD experience. Professional Engineers License desired but not required.*. Provide product test data and support information for sales and...,"Wichita, KS",,77500.0,,Design Engineer
Ag1Source,Pro Engineer CAD experience. Professional Engineers License desired but not required. Provide product test data and support information for sales and marketing....,"Salina, KS",,85000.0,,Design Engineer
Piper Companies,"Piper Companies is looking for a support engineer to join a growing company in the Morrisville, NC area. This client is looking for someone coming from a data...","Morrisville, NC 27560",,95000.0,,Linux Systems Admin
Piper Companies,Java Developer Engineer include:. Work cross functionally amongst teams of engineers. 1+ years of experience with NoSQL data stores. Sr....,"Raleigh, NC 27607 (Northwest area)",,115000.0,,Sr. Java Developer
Pfizer Inc.,The engineer will complete validation activities in compliance with Quality System requirements and recognized international standards....,"Rocky Mount, NC",,120000.0,,Validation Engineer
"Green Arrow Labs, Inc","Software for tracking and managing corporate and product quality/sustainability compliance data, supply chain compliance management, and risk-based product...","Cary, NC",,100000.0,,Senior Software Engineer/Developer
North Carolina Office of State Human Resources,Experience analyzing technical data to make recommendations. Or equivalent combination of training and experience some positions may require licensure by the...,"Wake County, NC",,78503.5,,Engineer - Journey
State of North Carolina,"Ability to establish and maintain positive lines of communication between other technicians, engineers, contractors and the public....","Pitt County, NC",113.0,50603.0,42.6,Engineering Technician Contributing Trainee
State of North Carolina,Experience in data collection and analysis for asset management applications; The Statewide Airport Programs Manager will directly supervise the Planning and...,"Wake County, NC",113.0,78503.5,42.6,Manager of Statewide Airport Programs
North Carolina Office of State Human Resources,This position is perfect for a graduate engineer or architect with critical thinking skills looking for a career in the healthcare industry....,"Wake County, NC",,78503.5,,Engineering Plan Reviewer
ATI Industrial Automation,"Strong computer and keyboard skills, with focus on data management, data analysis, and word processing....","Apex, NC",4.0,70000.0,40.8,Quality Engineer
ASAP Search & Recruiters,The Quality Engineer will be responsible for the following:. Completes and analyzes data and identifies trends and facilitates improvement actions....,"Raleigh, NC",2.0,85000.0,60.0,Quality Engineer
Principle Solutions Group,Push big data technologies to the limit. The Primary Responsibilities for the Software Engineer Include:....,"Durham, NC",14.0,120000.0,44.4,Software Engineer
University of North Carolina,Prepares and obtains authorization for budgets and maintains cost analysis data for projects and current schedule of project’s design and construction phases;...,"Chapel Hill, NC 27517",162.0,76960.5,52.8,Facilities Architect
DC Water,"Analyzes laboratory and other reports, including process efficiency data; The Authority is seeking a highly motivated Process Engineer II....","Washington, DC",41.0,113146.5,43.8,Process Engineer II
"The Kenjya-Trusant Group, LLC",Experience analyzing large data sets and developing data driven statistical model. Software Engineer Level 2 needed to support an existing project in the...,"Annapolis Junction, MD",,108500.0,,Big Data Software Engineer (Software Engineer Level II)
WMC Global,Proficiency in data warehousing and data mining. The Data Engineer will have the following responsibilities:....,"Fairfax, VA",2.0,110000.0,60.0,Data Engineer
Resolute Technologies,"Software Engineer, Data Analytics*. Join a software development team focused on data analysis and data streams....","Columbia, MD",,155000.0,,"Software Engineer, Data Analytics"
Etech Hi Inc.,"Manufacturing engineer, manufacturing process engineer, industrial engineer,. Process engineer, rotary machine, rotary, engineer, manufacturing engineer,....","Smyrna, DE",,120000.0,,Sr. Process Engineer
Johns Hopkins University,"Work closely with data owners and data warehousing teams to understand various data sources. Develops data and metadata policies and procedures to build,...","Baltimore, MD",425.0,92963.5,51.6,Sr. Business Intelligence Developer
M Powered Strategies,"Ability to create, apply, and maintain tools to track project or task performance data. Ability to gather and apply use source data to evaluate the...","Washington, DC 20006 (Foggy Bottom area)",,51250.0,,Junior to Mid-Level Program Analysts
Central Intelligence Agency,"A day in the life of a Digital Forensic Engineer (DFE) can range from:. They scientifically research, collect, process, analyze and present findings in support...","Washington, DC",109.0,90936.0,53.4,Digital Forensics Engineer
Piper Companies,The Engineer will be primarily tasked with building and maintaining the data analytics platform. Responsibilities of the Systems Engineer include:....,"Washington, DC 20007 (Georgetown area)",,97500.0,,Systems Engineer
First Baptist,"We are seeking a dynamic, highly-motivated systems engineer to join our IT Department. Serves as a Tier 3 support for on staff Network Engineers, Network...","Landover, MD",15.0,75000.0,52.8,Systems Engineer
Monarch Recruiters,Ensures that engineers are active in developing risk mitigation plans and managing risk profiles. Works on issues where analysis of situations or data requires...,"Richardson, TX",,175000.0,,Senior Engineering Resource Manager
Etech Hi Inc.,"Train Pre-sales engineers on solution functionality, workflow and demo best practices. Own the demos showcasing the solution functionality with relevant data...","Dallas, TX",,120000.0,,Technical Product Manager (Bus Services)
RHH,"Experienced Structural Engineer. Organizes field data to facilitate analysis and problem solving. Ability to record data clearly and write passages for reports,...","Irving, TX",,100000.0,,Structural Forensic Engineer
Zyston LLC,"Lead and Mentor Cloud Engineers. Minimum 2 years of experience as an Cloud Security Engineer. Must have experience extracting pertinent security data, setting...","Irving, TX 75039",,130000.0,,Information Security Cloud Engineer
Los Alamos National Laboratory,"Technicians, process owners, product/quality/design engineers, project managers, management, and federal sponsors)....","Los Alamos, NM",97.0,153700.0,52.2,Quality Research & Development Engineer (R&D Engineer 4)
Department of the Army,"Army Corps of Engineers. Army Corps of Engineers is one of the best! Tribal members, and state regulators to communicate information and data....","Albuquerque, NM",43067.0,83211.0,53.4,Interdisciplinary
"PNM Resources, Inc","Promotion to a Principal Engineer requires that the need for this level of engineer exists, that market data supports placement at this level and approval by a...","Albuquerque, NM",2.0,74669.0,51.0,"ENGINEER III, IV, Principal"
Los Alamos National Laboratory,"Candidates for this position are viewed as advanced in the field, work on unusually significant/unique/complex issues, and provide solutions through data driven...","Los Alamos, NM",97.0,113900.0,52.2,MOF Quality Assurance Engineer 3
Department of the Army,Army Corps of Engineers is one of the best! You will be required to obtain a Corps of Engineers Boat Operators License within one year....,"Abiquiu, NM",43067.0,36123.5,53.4,Park Ranger
